CUST_ID,name,GENDER_CD,EDUCATION_CD,SUBS_TENURE,TOT_OB_CALL_INTL_ROAM_CNT,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,TOT_SRV_DROPPED_CNT,TOT_SRV_ADDED_CNT,BARRING_REASON_CD,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT,CHURN_FLG,SET
6102,Ralph K Gray,F, .,108,0.515900079,7,20,3,1,1,0,1106,407,33,1.144578313,0,serve5
1043,Dean Q Morgan,F, .,120,0.110178389,8,3,4,2,2,1,1120,269,31,0.895104895,0,serve5
1389,Jerry J Albright,F, .,96,0.685981609,4,4,1,2,0,0,761,1264,24,1.061611374,0,serve5
6541,Christian L Murray,F, .,102,0.174084946,14,9,2,1,2,2,289,1009,24,0.65,0,serve5
2875,Phil G Ricardo,F, .,126,0.636975004,18,4,2,2,1,2,1040,935,54,1.151515152,0,serve5
6154,Michael R Carson,F, .,108,0.29105671,13,23,2,1,1,3,540,214,55,0.811428571,0,serve5
6901,Clint Q Richie,F, .,138,0.422275679,15,7,4,0,2,2,205,701,57,2.197368421,0,serve5
985,Elaine G Hartley,F, .,126,0.609896367,21,16,1,2,1,1,408,883,23,1.290322581,0,serve5
3647,Daniels P Murray,F, .,96,0.578801064,11,20,3,1,2,1,549,551,31,1.829268293,0,serve5
4416,Madonna U D'mello,F, .,126,0.886245977,19,3,3,2,2,3,746,999,34,0.523364486,0,serve5
4387,Cameron J Jhonson,F, .,132,0.31069298,3,2,4,2,2,0,955,634,61,0.833333333,0,serve5
5121,Marilyn V Jones,F, .,132,2.611767701,8,13,2,2,3,3,586,370,51,0.598540146,0,serve5
2504,Hendrick K Wingard,F, .,174,0.392024159,7,5,4,1,3,0,1010,585,53,1.803278689,0,serve5
7473,Neal U Burton,F, .,120,0.540060727,22,14,4,1,2,3,903,245,36,0.783410138,0,serve5
2538,Tim V Grant,F, .,126,0.538886038,6,22,2,2,0,2,514,417,24,1.797297297,0,serve5
5280,Clements J Spence,F, .,120,1.375827007,5,16,4,2,3,0,649,1264,30,1.160305344,0,serve5
7124,Goldie W Rutherford,F, .,96,1.348104486,11,11,3,1,1,1,972,1124,57,1.130434783,0,serve5
5476,Neal L Mcintyre,F, .,108,0.516607358,10,15,3,0,2,2,1094,1204,50,1.182795699,0,serve5
492,Simone E Moss,F, .,198,0.752915789,4,10,2,1,2,1,228,496,51,0.745098039,0,serve5
2059,Michael M King,F, .,138,0.244623926,21,12,4,1,0,0,999,782,27,0.351515152,0,serve5
3577,Irene M Evans,F, .,138,0.293002839,22,22,3,1,1,2,750,491,58,1.648241206,0,serve5
837,Suzzane V Shaw,F, .,108,0.169132679,5,15,2,2,0,3,404,959,56,0.77037037,0,serve5
1576,Brian R Pearson,F, .,108,0.456348951,13,4,2,2,2,1,970,1183,27,1.56284153,0,serve5
5334,Augustine C Anderson,F, .,168,0.238109163,2,22,3,2,2,1,244,435,30,2.186440678,0,serve5
3623,Simone Q Adams,F, .,90,0.486370776,18,7,2,1,1,1,738,638,51,1.301886793,0,serve5
336,Simone A Baker,F, .,120,0.044907513,18,3,1,1,0,0,854,566,56,0.36,0,serve5
6734,Jack J Waugh,F, .,144,0.788667657,11,8,4,1,2,1,582,660,58,1.157360406,0,serve5
2382,Kristin H Ricardo,F, .,114,0.059952277,19,6,4,1,2,3,304,472,42,0.717647059,0,serve5
779,Clifford N Wood,F, .,138,0.258350132,19,0,2,1,0,2,748,1335,40,1.043478261,0,serve5
5739,Cummins K Maxwell,F, .,90,0.478674208,25,17,4,2,3,1,968,1306,54,1.197802198,0,serve5
630,Desmond B Richards,F, .,78,0.086541234,6,17,4,1,1,0,363,1158,29,1.722627737,0,serve5
7123,Tim O White,F, .,120,0.791777563,20,7,2,2,2,3,525,820,39,2.024096386,0,serve5
5492,James K Pearson,F, .,138,0.895415165,2,6,1,1,1,2,983,1249,22,1.602564103,0,serve5
4383,Richard E Ricardo,F, .,126,0.148153534,1,22,4,1,1,2,330,261,35,1.360946746,0,serve5
7596,Arlene R Cook,F, .,150,2.162090984,9,6,3,1,2,0,430,1105,44,2.104347826,0,serve5
6304,Jane B Richie,F, .,132,1.182617831,4,13,2,2,2,2,1145,511,45,4.16091954,0,serve5
328,Cindy P Nicholson,F, .,108,0.189398267,18,10,2,0,1,2,596,902,37,1.413333333,0,serve5
4810,Adolph O Hadley,F, .,126,0.415908424,3,6,3,2,1,0,710,281,27,1.319148936,0,serve5
5568,Jack   Bright,F, .,150,13.74735616,13,23,2,2,1,3,808,393,26,0.592592593,0,serve5
6543,Arlene J Sanders,F, .,114,1.940236167,9,19,3,1,0,1,1097,962,24,0.469387755,0,serve5
6412,Clements Q Connor,F, .,156,0.398074648,22,1,1,2,1,0,983,443,38,1.948275862,0,serve5
360,Luke A Shaw,F, .,90,0.030038349,2,18,1,1,2,2,856,1257,53,0.683417085,0,serve5
302,Steward H Carson,F, .,138,0.785208163,14,24,3,0,2,2,1157,1205,46,0.722891566,0,serve5
4017,Mary F Wilks,F, .,72,1.432521486,10,9,3,0,2,2,260,1043,31,2.872727273,0,serve5
3412,Jill R Fleming,F, .,132,24.99869708,4,14,2,1,1,0,1120,1212,56,1.477386935,0,serve5
6858,Anne C Stuward,F, .,150,0.112627316,14,8,4,0,1,0,265,1147,49,1.380952381,0,serve5
4851,Hillary D Hartley,F, .,192,0.073842462,20,1,3,1,3,2,1068,278,23,2.206896552,0,serve5
5496,Tim D Crawford,F, .,132,0.150807906,18,14,2,1,1,2,612,958,29,1.591623037,0,serve5
7392,Colin K Lowe,F, .,72,0.766527919,15,2,2,1,3,1,257,379,49,1.040540541,0,serve5
956,Howard E Bradley,F, .,144,0.168013001,10,21,4,1,2,0,1108,918,43,0.825870647,0,serve5
1535,Jim M Hawkins,F, .,72,3.055761155,6,12,1,2,2,0,1119,650,37,1.454545455,0,serve5
3495,Demie D Shaw,F, .,138,0.148260431,12,8,2,0,2,3,902,1203,44,1.260606061,0,serve5
6829,Bernard N West,F, .,114,0.317986508,18,7,3,0,2,2,211,216,60,1.028846154,0,serve5
971,Tom I Stuward,F, .,66,0.459551846,15,3,4,2,2,0,382,684,55,1.5,0,serve5
2281,Chelsea J Shaw,F, .,102,0.58864624,6,18,2,1,1,2,864,367,62,0.963963964,0,serve5
1674,Brooks C Smith,F, .,96,0.708582239,13,4,4,1,2,3,1007,1255,48,1.170124481,0,serve5
1888,Sally X Welsh,F, .,102,0.059162312,4,9,2,0,3,3,1110,327,43,0.994350283,0,serve5
3012,Kristin P D'souza,F, .,168,0.283319873,3,13,2,2,2,3,806,1106,54,0.714285714,0,serve5
3418,Jeanine V Bradley,F, .,96,0.2222658,16,13,2,1,3,3,1011,1236,33,1.796296296,0,serve5
6585,Martin P Marshall,F, .,90,0.187701535,6,17,2,1,2,3,431,489,25,1.628865979,0,serve5
6186,Keith V Nicholson,F,1,114,0.172627418,4,20,2,1,2,1,1191,261,52,0.994219653,0,serve5
2901,Stanford Q Taylor,M,1,90,0.571918597,19,2,2,0,1,0,962,437,37,1.810218978,0,serve5
5920,Marilyn P Winters,F,1,108,0.369054553,20,24,4,1,3,2,470,497,23,0.921052632,0,serve5
2246,Stanford K Wilkinson,F, .,114,0.723861089,15,5,2,0,1,0,1129,428,53,1.080882353,0,serve5
6502,Jane Q Hadley,M,1,126,0.12979569,2,23,3,1,3,1,506,1314,31,1.495049505,0,serve5
1524,Clara L Moss,F,1,108,0.25950928,8,16,3,1,0,2,691,978,53,0.767441861,0,serve5
3210,Barry W Jackson,M,1,132,0.087452223,4,7,4,1,0,1,535,601,31,1.720930233,0,serve5
899,Kristin A Hawkins,M,1,156,0.226105423,16,12,3,2,3,1,509,800,24,1.085427136,0,serve5
2627,Madonna Y Robinson,M,2,150,0.671925544,13,24,2,0,0,3,465,1327,41,1.111111111,0,serve5
7281,Bonnie N Connor,M,1,90,0.303631933,18,16,2,0,2,3,318,1036,62,2.385185185,0,serve5
2775,Mary F Lara,F,1,102,4.037671494,2,5,2,2,1,2,574,270,43,0.932038835,0,serve5
7094,Madonna F Botham,M,6,96,1.719024421,7,11,4,0,1,3,849,1343,54,0.626168224,0,serve5
5911,Eve   Jackson,M,2,108,0.918677813,23,32,3,0,2,1,1043,897,37,2.011695906,0,serve5
7233,Luke G Mcrae,F,2,138,1.871205573,17,24,4,2,2,1,238,1251,40,0.72489083,0,serve5
2836,Henry F Lara,M,2,108,1.960946684,21,32,1,0,0,1,792,929,36,1.439393939,0,serve5
5494,Suzzane   Birch,M,2,72,1.826382552,2,13,2,2,2,0,481,985,62,0.91,0,serve5
4585,Martin   Marshall,M, .,126,9.896082752,6,8,3,0,0,3,1138,748,48,1.277419355,0,serve5
3020,Russel L Roberts,M, .,114,1.715890278,9,15,1,1,1,2,620,893,41,1.394495413,0,serve5
2535,Leo B Morgan,F,2,162,0.510462469,19,29,1,2,0,3,336,1271,29,2.509803922,0,serve5
4167,Pauline X Spencer,M,1,126,0.054073744,15,22,3,2,3,0,1059,1228,23,2.340909091,0,serve5
5122,Tom E Rhodes,F,1,114,0.353171366,6,10,3,1,1,3,998,270,47,0.792156863,0,serve5
5830,Solomon B Stuward,F, .,120,0.364354529,20,2,4,0,2,2,1161,906,45,1.6,0,serve5
1889,Ignatius D Hawkins,F, .,90,0.554901591,1,16,4,1,0,1,500,553,26,0.782258065,0,serve5
5540,Clements Y Albright,M,1,126,0.088096276,17,20,2,2,2,3,581,669,39,0.4,0,serve5
4117,Helen N Renne,M,2,156,0.203434211,18,0,3,1,2,3,752,1023,40,0.699588477,0,serve5
6796,Debbie A Roberts,M,2,114,0.686495521,20,12,3,0,1,1,904,1231,60,2.924528302,0,serve5
1953,Pauline S Ricardo,M,2,66,0.134129834,31,17,3,2,1,0,425,671,30,1.510204082,0,serve5
3878,Jane O King,M,2,120,0.726908673,14,2,4,0,2,3,416,685,54,0.571428571,0,serve5
1758,Steward M Elder,M,2,126,0.763110921,6,14,2,0,2,0,1147,982,51,0.811428571,0,serve5
2479,Currie N Lowe,M,2,162,0.254287394,4,5,3,0,1,0,698,879,27,1.47826087,0,serve5
4160,Glorin G Watson,F,1,162,2.704030906,8,7,2,0,2,0,1154,1163,36,1.337078652,0,serve5
6141,Desmond G Spencer,M,2,108,0.620781391,4,5,3,2,0,1,389,238,23,0.478632479,0,serve5
6529,Adam E Thomas,F, .,144,0.177464392,8,21,2,0,1,1,528,598,28,1.539568345,0,serve5
1837,Daniels Z Potter,M,1,138,0.768418249,15,3,3,1,2,2,246,1047,55,1.318181818,0,serve5
2277,Christine   Richards,F, .,102,0.532239252,12,6,1,0,1,3,549,1071,31,2.103703704,0,serve5
6333,Tony N Mcrae,F, .,126,0.129022419,12,17,3,2,0,0,689,254,49,0.759358289,0,serve5
5531,Jim T Adams,F, .,90,0.380616803,15,3,3,2,0,0,706,844,48,0.354679803,0,serve5
5085,Jhon D Renne,F, .,120,0.099307409,1,22,2,1,0,0,457,1145,38,1.127071823,0,serve5
7175,Jhon L Walter,F, .,138,1.225819974,5,22,2,1,2,0,684,468,50,1.542857143,0,serve5
5451,Cindy O Waugh,F, .,138,0.117389623,18,19,3,1,2,1,517,659,30,0.608247423,0,serve5
4533,George S Murray,F, .,150,0.07906105,9,4,4,1,3,1,966,608,55,1.123287671,0,serve5
3380,Pauline F Potter,F, .,120,0.243775037,18,1,1,2,3,2,342,341,58,1.724137931,0,serve5
1793,Leo X Moss,F, .,120,0.197589178,1,8,2,1,3,0,906,1293,50,0.986842105,0,serve5
4943,Jim T Thomas,F, .,138,0.158820037,19,5,3,2,2,2,974,1371,55,0.54368932,0,serve5
2304,Cameron Q Crawford,F, .,132,2.019701481,27,27,3,1,2,1,719,859,46,0.405660377,0,serve5
2961,Debra J Dsilva,F, .,198,0.677274852,22,2,1,2,2,3,280,1285,28,0.610328639,0,serve5
7773,Bonnie Q Wilkinson,F, .,114,0.635169287,1,11,4,1,3,1,921,1309,32,0.576744186,0,serve5
7562,Sam L Pott,F, .,90,0.381464138,3,1,2,2,1,0,300,862,42,1.340425532,0,serve5
4754,Jeanine P Rogers,F, .,132,0.773658799,7,18,3,2,3,0,358,998,60,0.788732394,0,serve5
2784,Britney B Brown,F, .,102,0.16439771,16,4,3,1,0,2,1064,1315,31,1.2,0,serve5
7726,Paul C Shaw,F, .,84,1.809330502,5,12,2,1,0,3,304,1084,46,1.826771654,0,serve5
1726,Madonna K Lintern,F, .,102,0.56373137,15,3,2,1,0,1,562,865,52,1.366666667,0,serve5
250,Demie I Waugh,F, .,96,0.520980806,16,2,3,1,1,2,539,1007,43,0.393617021,0,serve5
6117,Demie L Lyod,F, .,108,0.761317146,14,6,1,1,0,2,322,1015,55,0.466019418,0,serve5
1979,Dean F Wallace,F, .,96,2.218903349,6,6,1,2,1,0,890,1108,39,0.509090909,0,serve5
7456,Clements T Connor,F, .,84,7.471149853,0,15,2,1,1,0,766,653,35,0.620320856,0,serve5
7702,Jim   Roberts,F, .,138,0.453200265,2,19,2,0,3,3,580,1003,56,0.515151515,0,serve5
6081,Kristin M Turner,F, .,150,0.345071268,21,2,2,0,3,1,917,449,27,2.52631579,0,serve5
2803,Christine S Robinson,F, .,90,0.704994166,17,16,4,1,1,3,1040,1115,35,0.336,0,serve5
3465,Racheal V Cooke,F, .,102,0.531201823,20,10,2,1,0,3,1013,525,47,1.563106796,0,serve5
420,Paul C Spencer,F, .,114,0.048157322,7,20,1,1,2,3,218,846,30,0.901960784,0,serve5
7245,Gregory Y Baxter,F, .,144,0.238768953,8,1,1,1,1,0,510,229,33,1.655555556,0,serve5
2659,Barry G Spencer,F, .,108,5.598610704,21,3,3,2,2,2,651,1065,42,0.752808989,0,serve5
4835,Debra O Atkins,F, .,138,0.385624072,13,11,2,2,0,3,1185,1093,50,0.652631579,0,serve5
7208,Currie L Elder,F, .,114,0.308182836,11,2,3,2,1,3,828,1226,35,1.187878788,0,serve5
275,Pele L Fisher,F, .,84,0.41037293,12,19,3,1,2,0,748,667,39,0.606965174,0,serve5
7497,Bill   Richards,F, .,84,3.698721557,19,25,3,0,0,2,1108,304,27,2.087719298,0,serve5
763,Desmond E Muldowney,F, .,96,0.610864691,7,21,1,1,1,1,905,1279,44,0.609756098,0,serve5
2137,Gregory T Dsilva,F, .,84,0.351287251,22,7,3,0,2,0,823,824,29,0.853333333,0,serve5
1806,Michael T Jones,F, .,126,0.545389477,19,19,2,0,1,2,898,228,46,1.547368421,0,serve5
744,Bonnie K Taylor,F, .,144,0.339274767,8,16,3,0,0,1,725,850,37,1.867549669,0,serve5
4605,Glorin O Renne,F, .,150,1.537174975,13,21,2,2,1,1,829,1399,38,1.107296137,0,serve5
4685,Debra C Spencer,F, .,108,5.944190864,18,6,2,0,1,1,1108,621,52,1.106918239,0,serve5
6524,Jeremy I Whitehall,F, .,132,0.468138572,20,2,4,1,0,1,1130,822,23,1.30726257,0,serve5
931,Clarke E D'souza,F, .,126,0.679925393,0,5,3,1,1,1,839,759,27,1.572192513,0,serve5
7444,Henry W Lee,F, .,90,0.019836791,4,2,3,1,0,1,711,1309,33,1.308108108,0,serve5
5800,Brian T Howarth,F, .,150,0.056165799,5,4,2,1,2,1,243,954,33,1.165991903,0,serve5
4723,Debbie O Richards,F, .,72,0.278023091,25,32,1,1,0,2,408,1007,55,3.283950617,0,serve5
3969,Carlin S Rogers,F, .,126,0.41952413,20,13,3,2,3,2,374,1245,57,0.946745562,0,serve5
2662,Clara M Spear,F, .,138,0.201513862,3,10,3,1,2,2,610,1251,52,1.083003953,0,serve5
2128,Bernard H Spear,F, .,108,4.535239685,9,15,1,1,0,0,348,607,54,1.569060774,0,serve5
4722,Sally U Green,F, .,102,0.332056655,15,1,2,2,1,2,880,249,32,0.568965517,0,serve5
1248,Clements U Donald,F, .,120,0.455286968,7,20,4,0,3,2,224,1382,31,0.311827957,0,serve5
6077,Eve X Welsh,F, .,114,0.497453783,9,14,3,1,2,3,777,1160,57,2.246153846,0,serve5
29,Phil R Muldowney,F, .,144,1.222422708,0,1,1,1,2,0,548,332,40,1.10880829,0,serve5
4407,Larry R Gray,F, .,120,0.333305463,1,20,1,1,2,3,1129,802,30,1.026178011,0,serve5
3753,Stanford T Hartley,F, .,168,0.484948159,3,24,2,1,1,1,806,1032,35,1.910828026,0,serve5
955,Pele N Besser,F, .,84,0.332162613,8,2,2,0,1,3,1180,204,53,1.751351351,0,serve5
989,Bonnie S Murdoch,F, .,96,8.776660347,6,9,3,1,2,1,599,1049,54,0.742857143,0,serve5
305,Carlin   Lyod,F, .,96,0.50808422,10,8,2,0,2,3,814,798,59,1.267759563,0,serve5
6843,Steve A Moss,F, .,126,1.678265124,1,18,3,1,2,2,1139,817,47,0.966942149,0,serve5
5580,Demie B Fowler,F, .,126,0.029623651,5,18,3,1,1,0,984,1338,45,1.706896552,0,serve5
4233,Dillon Z Burton,F, .,156,2.04003811,9,4,3,1,0,1,931,690,35,1.697247706,0,serve5
6352,Pele B Hunt,F, .,90,1.38009472,6,6,4,1,2,3,549,1369,55,1.352601156,0,serve5
2210,Brooks Y Black,F, .,120,0.193301011,4,21,2,1,1,1,712,622,23,1.052631579,0,serve5
80,Pauline B Morgan,F, .,150,0.211965727,21,14,4,2,2,3,881,689,45,0.755555556,0,serve5
613,Judith P Donald,F, .,114,0.636208236,20,14,2,0,0,1,857,826,47,0.816901409,0,serve5
7530,Pele C Turner,F, .,138,0.395085209,6,5,4,1,2,3,622,575,29,1.100775194,0,serve5
1733,Clifford K Flower,F, .,84,5.543750837,7,3,3,2,0,0,1172,993,52,1.35,0,serve5
635,Bond A Rhodes,F, .,120,0.058048198,18,0,2,1,0,1,998,564,26,1,0,serve5
6480,Clara M Maxwell,F, .,90,0.030085947,11,1,3,1,2,0,328,432,56,1.210526316,0,serve5
3608,Cindy Z Renne,F, .,156,0.234232234,7,2,4,0,2,3,421,360,31,0.868421053,0,serve5
5988,Alex E Adams,F, .,150,0.466308869,2,7,3,1,2,0,349,1387,26,1.643564356,0,serve5
5078,Clint X Connor,F, .,120,0.093079268,12,18,1,1,3,0,598,1030,26,2.114285714,0,serve5
820,Britney L Pott,F, .,60,1.590279199,8,3,3,1,2,0,1142,1050,48,1.132075472,0,serve5
3309,Michelle D Spence,F, .,108,0.008996987,2,12,2,1,2,1,204,685,60,1.118367347,0,serve5
5166,Kristin L Mcrae,F, .,96,0.214856393,20,9,3,1,1,0,226,574,34,1.470899471,0,serve5
1910,Ana E Fowler,F, .,150,0.407818595,20,14,3,2,3,2,531,886,43,1.374045802,0,serve5
7780,Christian N Jhonson,F, .,108,0.187420329,16,18,4,0,1,2,1018,1294,60,1.164179105,0,serve5
3973,Clarke G Pott,F, .,108,0.705656482,1,4,3,1,1,0,617,910,55,0.581196581,0,serve5
1519,Michelle C Flower,F, .,174,0.849125275,4,10,2,1,0,0,519,580,38,1.325842697,0,serve5
135,Ignatius A Fisher,F, .,102,4.412164348,18,22,3,2,1,3,536,311,49,1.408906883,0,serve5
4676,Martin G Donald,F, .,132,0.014760036,3,2,2,1,1,3,389,800,47,1.135678392,0,serve5
7310,Elaine Z Anderson,F, .,126,0.36370678,6,24,2,1,2,3,1138,715,61,1.61589404,0,serve5
6566,Bernard G Besser,F, .,78,0.243609045,20,20,4,1,3,0,400,466,33,1.322580645,0,serve5
6928,Chelsea G Grant,F, .,120,0.410885322,18,8,3,0,2,0,713,1135,49,1.080213904,0,serve5
7240,Ignatius V Hawkins,F, .,120,0.771200164,16,34,2,2,3,0,826,490,48,1.031578947,0,serve5
6758,Steward M Morton,F, .,96,0.586019246,5,16,2,1,2,2,1020,1282,48,1.815217391,0,serve5
4432,Amy Z Murdoch,F, .,90,1.314773963,28,27,3,0,2,0,1176,1395,44,0.865168539,0,serve5
828,Neal V Hodges,F, .,84,0.170352036,25,29,2,1,2,3,1015,1052,36,0.777777778,0,serve5
522,Jack A Lee,F, .,102,0.360940265,4,9,2,0,0,2,743,756,35,1.574193548,0,serve5
3508,Larry Q Marshall,F, .,126,0.119123097,0,21,3,0,2,2,411,678,42,0.325203252,0,serve5
886,Marilyn O Cook,F, .,132,0.740794295,8,10,2,2,2,1,549,789,29,1.416666667,0,serve5
1091,Carl U Wallace,F, .,102,3.821304998,7,9,1,1,1,0,376,324,44,1.578431373,0,serve5
2748,Gregory Y West,F, .,60,0.63570302,19,3,2,0,2,0,1064,599,51,1.269230769,0,serve5
1112,Carlin P Thomas,F, .,108,0.599174183,17,9,3,2,2,1,346,910,35,1.575757576,0,serve5
7112,Neal Q Whitehall,F, .,96,0.437416653,11,4,3,2,2,0,487,1288,30,0.87755102,0,serve5
4100,Pauline U Sanders,F, .,162,0.805125035,3,8,2,2,0,0,597,277,42,1.698113208,0,serve5
4859,Cathy F Brown,F, .,108,0.297663665,18,29,3,2,2,1,889,916,57,1.258536585,0,serve5
1702,Amy I Baxter,F, .,138,0.26273124,9,10,2,2,1,2,242,208,31,1.129943503,0,serve5
4098,Tim   Taylor,F, .,114,0.023500687,6,23,3,2,3,0,619,768,48,1.671052632,0,serve5
900,Sam C Elder,F, .,156,0.057179922,7,14,1,0,1,2,454,558,24,0.858757062,0,serve5
1554,Henry K Gibson,F, .,72,1.54439029,7,14,3,2,2,1,890,1009,24,1.528455285,0,serve5
3647,Bill E Lowe,F, .,150,0.693795967,18,1,3,1,1,3,919,212,48,1.261146497,0,serve5
674,Ralph I Murray,F, .,120,0.475671622,3,9,2,1,0,1,873,1389,56,1.485714286,0,serve5
5625,Daniels S Jones,F, .,102,0.105546864,18,18,3,0,2,1,871,546,59,0.563218391,0,serve5
3776,Debra G Stuward,F, .,132,0.100650095,21,18,2,2,1,3,432,992,24,1.153284672,0,serve5
3260,Currie R Mcrae,F, .,138,0.340276016,2,2,3,1,0,0,737,1264,31,1.416666667,0,serve5
7288,Adolph V Spear,F, .,120,0.08664148,32,17,4,0,1,2,1160,254,25,0.480916031,0,serve5
2417,Paul P Eastwood,F, .,114,2.607013729,12,22,3,2,3,0,850,560,34,1.471544715,0,serve5
7662,George A Elder,F, .,72,3.406720675,19,21,3,0,1,2,1195,1207,38,1.008849558,0,serve5
6310,Brian Z D'souza,F, .,96,0.608536059,16,23,4,1,1,3,213,736,49,1.153061225,0,serve5
1638,Irene T Hartley,F, .,120,0.230075869,0,18,2,2,1,2,532,1020,27,0.616915423,0,serve5
5962,Richard D Jackson,F, .,156,0.386707167,20,10,3,1,1,0,918,681,30,0.804232804,0,serve5
5426,Bernard   Jackson,F, .,96,0.802266544,18,18,2,2,2,1,1169,735,61,1.553191489,0,serve5
1870,Augustine C Baxter,F, .,90,0.728023717,2,12,3,0,2,0,1164,617,52,1.571428571,0,serve5
5240,Jim S Besser,F, .,144,0.569101413,12,1,2,0,2,0,640,694,51,2.836065574,0,serve5
7212,Jane M Adams,F, .,144,6.580624352,5,15,1,0,2,2,1178,663,61,0.644808743,0,serve5
4977,Jane O Brown,F, .,126,0.388904916,7,1,3,0,1,1,813,1310,53,1.722772277,0,serve5
6514,Henry T White,F, .,126,1.047442691,12,0,3,1,2,3,378,1027,56,0.688311688,0,serve5
4836,Richard M Jackson,F, .,78,12.84423109,3,0,3,1,3,0,1050,1144,25,1.465753425,0,serve5
3044,Madonna N Adams,F, .,132,0.634374131,20,17,3,0,2,3,1158,239,37,1.358024691,0,serve5
6628,Carlin N Warton,F, .,144,1.572384454,6,4,3,2,2,1,850,279,58,1.383333333,0,serve5
4065,Steward G Lara,F, .,60,0.102178886,1,2,3,0,0,3,370,1026,52,0.912280702,0,serve5
4738,Nicholas H Jones,F, .,132,0.416074644,8,12,1,2,1,0,248,967,53,1.119565217,0,serve5
4168,Christian Z Rogers,F, .,84,0.208010201,18,1,2,1,2,2,1134,1346,29,1.428571429,0,serve5
6226,Debra V Crowe,F, .,156,0.975948477,20,8,3,1,2,2,733,891,37,0.88372093,0,serve5
5526,Kristin F Lowe,F, .,132,1.225329168,3,6,3,2,2,2,327,1395,54,0.994535519,0,serve5
3987,Clifford V Jones,F, .,114,0.508452156,24,22,1,1,1,2,658,441,61,0.763888889,0,serve5
7568,Dean S Crowe,F, .,132,3.519592464,13,10,3,1,2,1,798,1203,37,1.565656566,0,serve5
2723,Michael W Cooke,F, .,144,0.136932107,18,3,2,2,0,0,1160,269,46,1.398963731,0,serve5
1849,Augustine H Lowe,F, .,126,3.496391543,6,2,3,2,1,1,1159,1022,49,1.588652482,0,serve5
6942,Michael Z Mcintyre,F, .,102,0.161571565,10,19,2,1,1,0,247,1328,55,1.547826087,0,serve5
2909,Nicholas I Watson,F, .,114,0.230221844,18,14,1,1,1,2,281,234,33,0.952380952,0,serve5
4505,Chelsea L Spence,F, .,126,1.371629332,14,14,1,2,2,0,608,255,23,0.926829268,0,serve5
7155,Clements L Spence,F, .,138,0.037667423,18,7,2,1,2,1,503,1216,48,1.065573771,0,serve5
4447,Elaine B Rhodes,F, .,96,0.58557833,13,18,2,2,0,0,315,962,49,1.985185185,0,serve5
66,Goldie V Rogers,F, .,126,0.359731749,4,21,2,0,2,3,902,620,55,1.325,0,serve5
3779,Cindy K Albright,F, .,102,0.622436572,16,8,3,1,3,0,488,1227,38,1.731343284,0,serve5
1615,Debra H Potter,F, .,150,0.547059989,13,12,3,0,1,1,1069,1227,59,1.225352113,0,serve5
1283,Bond J Maxwell,F, .,114,0.502056401,9,18,3,1,1,2,308,245,49,1.066666667,0,serve5
5980,Tony Z Whitehall,F, .,114,0.046177973,1,4,4,1,1,2,487,352,55,2.554621849,0,serve5
4545,Carlin C Lowe,F, .,120,1.385378042,17,12,2,2,1,3,647,370,53,0.823529412,0,serve5
39,Clements R Murdoch,F, .,96,0.808344392,5,18,3,0,2,1,231,826,52,1.244444444,0,serve5
4781,Anne W Green,F, .,138,0.240095234,16,4,3,1,2,2,1017,229,50,1.67251462,0,serve5
3683,Kristin Z Fisher,F, .,66,0.580958929,27,27,2,1,2,2,811,266,24,1.514285714,0,serve5
4470,Augustine L Howarth,F, .,120,0.197121322,7,15,4,1,2,1,1046,613,43,0.53,0,serve5
3756,Glorin   White,F, .,120,0.213487324,8,3,1,1,0,0,1170,842,56,1.085106383,0,serve5
877,Currie F Ricardo,F, .,132,7.35132436,2,20,3,2,1,1,407,541,26,0.262008734,0,serve5
676,Jhon M Birch,F, .,102,1.639555176,6,1,2,1,3,0,307,1217,48,1.953125,0,serve5
3130,Daniels T D'mello,F, .,66,0.476248508,22,18,1,2,2,3,915,824,29,1.708029197,0,serve5
5466,Duncan O West,F, .,120,0.478702992,3,7,3,0,1,1,904,343,61,1.301775148,0,serve5
5123,Glorin P Goodman,F, .,120,0.380504492,4,21,1,2,1,3,246,690,57,1.306358382,0,serve5
4592,Leo U Pearson,F, .,144,0.588991669,3,24,1,1,3,2,499,646,52,0.380487805,0,serve5
3877,Larry J Lara,F, .,162,0.087076926,8,10,3,0,0,3,712,746,27,0.975206612,0,serve5
4905,Augustine Z Evans,F, .,138,35.28803191,7,16,2,0,3,1,555,551,48,0.781893004,0,serve5
7285,Jhon U Eastwood,F, .,90,0.244642411,8,22,2,1,1,1,464,1033,56,0.911392405,0,serve5
946,Martin H Baker,F, .,90,0.175919983,6,13,2,1,3,1,377,410,24,2.620155039,0,serve5
6799,George F Elder,F, .,168,37.44090335,27,17,2,0,0,0,970,222,40,1.105769231,0,serve5
7657,Carl Z Albright,F, .,126,0.920247466,4,15,2,2,0,0,914,1301,27,1.447058824,0,serve5
4013,Michael I Robinson,F, .,114,0.961556197,22,9,2,1,1,0,865,1030,40,1.215384615,0,serve5
6628,Debbie J Marshall,F, .,120,0.478224938,16,1,4,1,1,3,385,847,26,1.016042781,0,serve5
